Declined	Declination	Number	Gender	Word	Translation	State	End	Case
słońcom	Dative	Plural	Neutral	słońce	sun	Impersonal	-e	*
słońc	Genitive	Plural	Neutral	słońce	sun	Impersonal	-e	*
słońcami	Instrumental	Plural	Neutral	słońce	sun	Impersonal	-e	*
słońcach	Locative	Plural	Neutral	słońce	sun	Impersonal	-e	*
słońca	Nominative	Plural	Neutral	słońce	sun	Impersonal	-e	*
miasta	Accusative	Plural	Neutral	miasto	city	Impersonal	-o	*
miastom	Dative	Plural	Neutral	miasto	city	Impersonal	-o	*
miast	Genitive	Plural	Neutral	miasto	city	Impersonal	-o	*
miastami	Instrumental	Plural	Neutral	miasto	city	Impersonal	-o	*
miastach	Locative	Plural	Neutral	miasto	city	Impersonal	-o	*
miasta	Nominative	Plural	Neutral	miasto	city	Impersonal	-o	*
morza	Accusative	Plural	Neutral	morze	sea	Impersonal	-e	*
morzom	Dative	Plural	Neutral	morze	sea		-e	*
mórz	Genitive	Plural	Neutral	morze	sea		-e	*
morzami	Instrumental	Plural	Neutral	morze	sea		-e	*
morzach	Locative	Plural	Neutral	morze	sea		-e	*
morza	Nominative	Plural	Neutral	morze	sea	Impersonal	-e	*
biurka	Accusative	Plural	Neutral	biurko	desk	Impersonal	-o	*
szkła	Accusative	Plural	Neutral	szkło	glass	Impersonal	-o	*
warzywa	Accusative	Plural	Neutral	warzywo	vegetable	Impersonal	-o	*
biurkom	Dative	Plural	Neutral	biurko	desk		-o	*
szkłom	Dative	Plural	Neutral	szkło	glass		-o	*
warzywom	Dative	Plural	Neutral	warzywo	vegetable	Impersonal	-o	*
warzyw	Genitive	Plural	Neutral	warzywo	vegetable	Impersonal	-o	*
biurkami	Instrumental	Plural	Neutral	biurko	desk		-o	*
szkłami	Instrumental	Plural	Neutral	szkło	glass		-o	*
warzywami	Instrumental	Plural	Neutral	warzywo	vegetable	Impersonal	-o	*
biurkach	Locative	Plural	Neutral	biurko	desk		-o	*
szkłach	Locative	Plural	Neutral	szkło	glass		-o	*
warzywach	Locative	Plural	Neutral	warzywo	vegetable	Impersonal	-o	*
biurka	Nominative	Plural	Neutral	biurko	desk	Impersonal	-o	*
szkła	Nominative	Plural	Neutral	szkło	glass	Impersonal	-o	*
warzywa	Nominative	Plural	Neutral	warzywo	vegetable	Impersonal	-o	*
pytania	Accusative	Plural	Neutral	pytanie	question	Impersonal	-e	*
pytaniom	Dative	Plural	Neutral	pytanie	question	Impersonal	-e	*
pytaniami	Instrumental	Plural	Neutral	pytanie	question	Impersonal	-e	*
pytaniach	Locative	Plural	Neutral	pytanie	question	Impersonal	-e	*
pytania	Nominative	Plural	Neutral	pytanie	question	Impersonal	-e	*
rana	Accusative	Plural	Neutral	rano	morning	Impersonal	-o	*
ranom	Dative	Plural	Neutral	rano	morning	Impersonal	-o	*
ran	Genitive	Plural	Neutral	rano	morning	Impersonal	-o	*
ranami	Instrumental	Plural	Neutral	rano	morning	Impersonal	-o	*
ranach	Locative	Plural	Neutral	rano	morning	Impersonal	-o	*
rana	Nominative	Plural	Neutral	rano	morning	Impersonal	-o	*
śniadania	Accusative	Plural	Neutral	śniadanie	breakfast	Impersonal	-e	*
śniadaniom	Dative	Plural	Neutral	śniadanie	breakfast	Impersonal	-e	*
śniadaniami	Instrumental	Plural	Neutral	śniadanie	breakfast	Impersonal	-e	*
śniadaniach	Locative	Plural	Neutral	śniadanie	breakfast	Impersonal	-e	*
śniadania	Nominative	Plural	Neutral	śniadanie	breakfast	Impersonal	-e	*
łóżka	Accusative	Plural	Neutral	łóżko	bed	Impersonal	-o	*
łóżkom	Dative	Plural	Neutral	łóżko	bed		-o	*
łóżkami	Instrumental	Plural	Neutral	łóżko	bed		-o	*
łóżkach	Locative	Plural	Neutral	łóżko	bed		-o	*
łóżka	Nominative	Plural	Neutral	łóżko	bed	Impersonal	-o	*
jajka	Accusative	Plural	Neutral	jajko	egg	Impersonal	-o	*
jajkom	Dative	Plural	Neutral	jajko	egg	Impersonal	-o	*
jajkami	Instrumental	Plural	Neutral	jajko	egg	Impersonal	-o	*
jajkach	Locative	Plural	Neutral	jajko	egg	Impersonal	-o	*
jajka	Nominative	Plural	Neutral	jajko	egg	Impersonal	-o	*
lata	Accusative	Plural	Neutral	lato	summer	Impersonal	-o	*
latom	Dative	Plural	Neutral	lato	summer	Impersonal	-o	*
lat	Genitive	Plural	Neutral	lato	summer	Impersonal	-o	*
latami	Instrumental	Plural	Neutral	lato	summer	Impersonal	-o	*
latach	Locative	Plural	Neutral	lato	summer	Impersonal	-o	*
lata	Nominative	Plural	Neutral	lato	summer	Impersonal	-o	*
mleka	Accusative	Plural	Neutral	mleko	milk		-o	*
mlekom	Dative	Plural	Neutral	mleko	milk		-o	*
mlek	Genitive	Plural	Neutral	mleko	milk		-o	*
mlekami	Instrumental	Plural	Neutral	mleko	milk		-o	*
mlekach	Locative	Plural	Neutral	mleko	milk		-o	*
mleka	Nominative	Plural	Neutral	mleko	milk		-o	*
mięsa	Accusative	Plural	Neutral	mięso	meat	Impersonal	-o	*
mięsom	Dative	Plural	Neutral	mięso	meat	Impersonal	-o	*
mięs	Genitive	Plural	Neutral	mięso	meat	Impersonal	-o	*
mięsami	Instrumental	Plural	Neutral	mięso	meat	Impersonal	-o	*
mięsach	Locative	Plural	Neutral	mięso	meat	Impersonal	-o	*
mięsa	Nominative	Plural	Neutral	mięso	meat	Impersonal	-o	*
jabłka	Accusative	Plural	Neutral	jabłko	apple	Impersonal	-o	*
jabłkom	Dative	Plural	Neutral	jabłko	apple	Impersonal	-o	*
jabłkami	Instrumental	Plural	Neutral	jabłko	apple	Impersonal	-o	*
jabłkach	Locative	Plural	Neutral	jabłko	apple	Impersonal	-o	*
jabłka	Nominative	Plural	Neutral	jabłko	apple	Impersonal	-o	*
zwierzęciu	Dative	Singular	Neutral	zwierzę	animal		-ę	-ę
zwierzęcia	Genitive	Singular	Neutral	zwierzę	animal		-ę	-ę
zwierzęciem	Instrumental	Singular	Neutral	zwierzę	animal		-ę	-ę
zwierzęciu	Locative	Singular	Neutral	zwierzę	animal		-ę	-ę
ramieniu	Dative	Singular	Neutral	ramię	arm	Impersonal	-ię	-ię
ramienia	Genitive	Singular	Neutral	ramię	arm	Impersonal	-ię	-ię
ramieniem	Instrumental	Singular	Neutral	ramię	arm	Impersonal	-ię	-ię
ramieniu	Locative	Singular	Neutral	ramię	arm	Impersonal	-ię	-ię
okiem	Instrumental	Singular	Neutral	oko	eye	Impersonal	-o	k-
biurkiem	Instrumental	Singular	Neutral	biurko	desk		-o	k-
łóżkiem	Instrumental	Singular	Neutral	łóżko	bed		-o	k-
jajkiem	Instrumental	Singular	Neutral	jajko	egg	Impersonal	-o	k-
dzieckiem	Instrumental	Singular	Neutral	dziecko	child	Impersonal	-o	k-
mlekiem	Instrumental	Singular	Neutral	mleko	milk		-o	k-
jabłkiem	Instrumental	Singular	Neutral	jabłko	apple	Impersonal	-o	k-
szkle	Locative	Singular	Neutral	szkło	glass		-o	ł-
zwierzętom	Dative	Plural	Neutral	zwierzę	animal		-ę	-ę
zwierzętami	Instrumental	Plural	Neutral	zwierzę	animal		-ę	-ę
zwierzętach	Locative	Plural	Neutral	zwierzę	animal		-ę	-ę
ramiona	Accusative	Plural	Neutral	ramię	arm	Impersonal	-ię	-ię
ramionom	Dative	Plural	Neutral	ramię	arm	Impersonal	-ię	-ię
ramion	Genitive	Plural	Neutral	ramię	arm	Impersonal	-ię	-ię
ramionami	Instrumental	Plural	Neutral	ramię	arm	Impersonal	-ię	-ię
ramionach	Locative	Plural	Neutral	ramię	arm	Impersonal	-ię	-ię
ramiona	Nominative	Plural	Neutral	ramię	arm	Impersonal	-ię	-ię
dzieciom	Dative	Plural	Neutral	dziecko	child	Impersonal	-o	* (exception)
oczy	Accusative	Plural	Neutral	oko	eye	Impersonal	-o	Exception
oczom	Dative	Plural	Neutral	oko	eye	Impersonal	-o	Exception
oczu	Genitive	Plural	Neutral	oko	eye	Impersonal	-o	Exception
oczami	Instrumental	Plural	Neutral	oko	eye	Impersonal	-o	Exception
oczach	Locative	Plural	Neutral	oko	eye	Impersonal	-o	Exception
oczy	Nominative	Plural	Neutral	oko	eye	Impersonal	-o	Exception
dzieci	Accusative	Plural	Neutral	dziecko	child	Impersonal	-o	Exception
dzieci	Genitive	Plural	Neutral	dziecko	child	Impersonal	-o	Exception
dziećmi	Instrumental	Plural	Neutral	dziecko	child	Impersonal	-o	Exception
dzieciach	Locative	Plural	Neutral	dziecko	child	Impersonal	-o	Exception
dzieci	Nominative	Plural	Neutral	dziecko	child	Impersonal	-o	Exception
biurek	Genitive	Plural	Neutral	biurko	desk		-o	k-
łóżek	Genitive	Plural	Neutral	łóżko	bed		-o	k-
jajek	Genitive	Plural	Neutral	jajko	egg	Impersonal	-o	k-
jabłek	Genitive	Plural	Neutral	jabłko	apple	Impersonal	-o	k-
szkieł	Genitive	Plural	Neutral	szkło	glass		-o	ł-
jedzeń	Genitive	Plural	Neutral	jedzenie	food	Impersonal	-e	Ś-
pytań	Genitive	Plural	Neutral	pytanie	question	Impersonal	-e	Ś-
śniadań	Genitive	Plural	Neutral	śniadanie	breakfast	Impersonal	-e	Ś-
mieście	Locative	Singular	Neutral	miasto	city	Impersonal	-o	-to
lecie	Locative	Singular	Neutral	lato	summer	Impersonal	-o	-to
czasowi	Dative	Singular	Masculine	czas	time		-C	-C
czasie	Locative	Singular	Masculine	czas	time		-C	-C
obrazowi	Dative	Singular	Masculine	obraz	picture	Impersonal	-C	-C
obrazie	Locative	Singular	Masculine	obraz	picture	Impersonal	-C	-C
wiatrowi	Dative	Singular	Masculine	wiatr	wind	Impersonal	-C	-C
śniegowi	Dative	Singular	Masculine	śnieg	snow		-C	-C
fryzjerowi	Dative	Singular	Masculine	fryzjer	hairdresser	Personal	-C	-C
kilometrowi	Dative	Singular	Masculine	kilometr	kilometer	Impersonal	-C	-C
komputerowi	Dative	Singular	Masculine	komputer	computer	Impersonal	-C	-C
piekarnikowi	Dative	Singular	Masculine	piekarnik	oven	Impersonal	-C	-C
polakowi	Dative	Singular	Masculine	polak	pole	Impersonal	-C	-C
pożarowi	Dative	Singular	Masculine	pożar	fire	Impersonal	-C	-C
rowerowi	Dative	Singular	Masculine	rower	bike	Impersonal	-C	-C
stanikowi	Dative	Singular	Masculine	stanik	bra	Impersonal	-C	-C
strażakowi	Dative	Singular	Masculine	strażak	fireman	Personal	-C	-C
szalikowi	Dative	Singular	Masculine	szalik	scarf	Impersonal	-C	-C
urokowi	Dative	Singular	Masculine	urok	charm	Impersonal	-C	-C
zegarowi	Dative	Singular	Masculine	zegar	clock	Impersonal	-C	-C
telefonowi	Dative	Singular	Masculine	telefon	phone	Impersonal	-C	-C
telewizorowi	Dative	Singular	Masculine	telewizor	TV	Impersonal	-C	-C
telefonie	Locative	Singular	Masculine	telefon	phone	Impersonal	-C	-C
lodowi	Dative	Singular	Masculine	lód	ice	Impersonal	-C	-C
wyścigowi	Dative	Singular	Masculine	wyścig	race	Impersonal	-C	-C
sklepowi	Dative	Singular	Masculine	sklep	shop	Impersonal	-C	-C
sklepie	Locative	Singular	Masculine	sklep	shop	Impersonal	-C	-C
barowi	Dative	Singular	Masculine	bar	bar	Impersonal	-C	-C
histerykowi	Dative	Singular	Masculine	histeryk	hysteric	Personal	-C	-C
śrubokrętowi	Dative	Singular	Masculine	śrubokręt	screwdriver	Impersonal	-C	-C
tygrysowi	Dative	Singular	Masculine	tygrys	tiger		-C	-C
ziemniakowi	Dative	Singular	Masculine	ziemniak	potato	Impersonal	-C	-C
tygrysie	Locative	Singular	Masculine	tygrys	tiger		-C	-C
kciukowi	Dative	Singular	Masculine	kciuk	thumb	Impersonal	-C	-C
lodzie	Locative	Singular	Masculine	lód	ice	Impersonal	-C	-d
wiekowi	Dative	Singular	Masculine	wiek	century	Impersonal	-ek	-ek
wiekiem	Instrumental	Singular	Masculine	wiek	century	Impersonal	-ek	-ek
wieku	Locative	Singular	Masculine	wiek	century	Impersonal	-ek	-ek
śniegiem	Instrumental	Singular	Masculine	śnieg	snow		-C	-g
śniegu	Locative	Singular	Masculine	śnieg	snow		-C	-g
wyścigiem	Instrumental	Singular	Masculine	wyścig	race	Impersonal	-C	-g
wyścigu	Locative	Singular	Masculine	wyścig	race	Impersonal	-C	-g
piekarnikiem	Instrumental	Singular	Masculine	piekarnik	oven	Impersonal	-C	-k
polakiem	Instrumental	Singular	Masculine	polak	pole	Impersonal	-C	-k
stanikiem	Instrumental	Singular	Masculine	stanik	bra	Impersonal	-C	-k
strażakiem	Instrumental	Singular	Masculine	strażak	fireman	Personal	-C	-k
szalikiem	Instrumental	Singular	Masculine	szalik	scarf	Impersonal	-C	-k
urokiem	Instrumental	Singular	Masculine	urok	charm	Impersonal	-C	-k
piekarniku	Locative	Singular	Masculine	piekarnik	oven	Impersonal	-C	-k
polaku	Locative	Singular	Masculine	polak	pole	Impersonal	-C	-k
staniku	Locative	Singular	Masculine	stanik	bra	Impersonal	-C	-k
strażaku	Locative	Singular	Masculine	strażak	fireman	Personal	-C	-k
szaliku	Locative	Singular	Masculine	szalik	scarf	Impersonal	-C	-k
uroku	Locative	Singular	Masculine	urok	charm	Impersonal	-C	-k
histerykiem	Instrumental	Singular	Masculine	histeryk	hysteric	Personal	-C	-k
ziemniakiem	Instrumental	Singular	Masculine	ziemniak	potato	Impersonal	-C	-k
histeryku	Locative	Singular	Masculine	histeryk	hysteric	Personal	-C	-k
ziemniaku	Locative	Singular	Masculine	ziemniak	potato	Impersonal	-C	-k
kciukiem	Instrumental	Singular	Masculine	kciuk	thumb	Impersonal	-C	-k
kciuku	Locative	Singular	Masculine	kciuk	thumb	Impersonal	-C	-k
fryzjerze	Locative	Singular	Masculine	fryzjer	hairdresser	Personal	-C	-r
kilometrze	Locative	Singular	Masculine	kilometr	kilometer	Impersonal	-C	-r
komputerze	Locative	Singular	Masculine	komputer	computer	Impersonal	-C	-r
pożarze	Locative	Singular	Masculine	pożar	fire	Impersonal	-C	-r
rowerze	Locative	Singular	Masculine	rower	bike	Impersonal	-C	-r
zegarze	Locative	Singular	Masculine	zegar	clock	Impersonal	-C	-r
telewizorze	Locative	Singular	Masculine	telewizor	TV	Impersonal	-C	-r
barze	Locative	Singular	Masculine	bar	bar	Impersonal	-C	-r
moczowi	Dative	Singular	Masculine	mocz	urine		-S	-S
moczu	Locative	Singular	Masculine	mocz	urine		-S	-S
włamywaczowi	Dative	Singular	Masculine	włamywacz	burglar		-S	-S
prysznicowi	Dative	Singular	Masculine	prysznic	shower	Impersonal	-S	-S
włamywaczu	Locative	Singular	Masculine	włamywacz	burglar		-S	-S
prysznicu	Locative	Singular	Masculine	prysznic	shower	Impersonal	-S	-S
tłuszczowi	Dative	Singular	Masculine	tłuszcz	fat		-S	-S
tłuszczu	Locative	Singular	Masculine	tłuszcz	fat		-S	-S
wężowi	Dative	Singular	Masculine	wąż	snake		-S	-S
wężu	Locative	Singular	Masculine	wąż	snake		-S	-S
strumieniem	Instrumental	Singular	Masculine	strumień	stream	Impersonal	-Ś	-Ś
czasem	Instrumental	Singular	Masculine	czas	time		-C	*
obrazem	Instrumental	Singular	Masculine	obraz	picture	Impersonal	-C	*
moczem	Instrumental	Singular	Masculine	mocz	urine		-S	*
wiatrem	Instrumental	Singular	Masculine	wiatr	wind	Impersonal	-C	*
fryzjerem	Instrumental	Singular	Masculine	fryzjer	hairdresser	Personal	-C	*
kilometrem	Instrumental	Singular	Masculine	kilometr	kilometer	Impersonal	-C	*
komputerem	Instrumental	Singular	Masculine	komputer	computer	Impersonal	-C	*
pożarem	Instrumental	Singular	Masculine	pożar	fire	Impersonal	-C	*
rowerem	Instrumental	Singular	Masculine	rower	bike	Impersonal	-C	*
zegarem	Instrumental	Singular	Masculine	zegar	clock	Impersonal	-C	*
telefonem	Instrumental	Singular	Masculine	telefon	phone	Impersonal	-C	*
telewizorem	Instrumental	Singular	Masculine	telewizor	TV	Impersonal	-C	*
włamywaczem	Instrumental	Singular	Masculine	włamywacz	burglar		-S	*
prysznicem	Instrumental	Singular	Masculine	prysznic	shower	Impersonal	-S	*
lodem	Instrumental	Singular	Masculine	lód	ice	Impersonal	-C	*
sklepem	Instrumental	Singular	Masculine	sklep	shop	Impersonal	-C	*
tłuszczem	Instrumental	Singular	Masculine	tłuszcz	fat		-S	*
barem	Instrumental	Singular	Masculine	bar	bar	Impersonal	-C	*
śrubokrętem	Instrumental	Singular	Masculine	śrubokręt	screwdriver	Impersonal	-C	*
tygrysem	Instrumental	Singular	Masculine	tygrys	tiger		-C	*
wężem	Instrumental	Singular	Masculine	wąż	snake		-S	*
fryzjera	Accusative	Singular	Masculine	fryzjer	hairdresser	Personal	-C	A
strażaka	Accusative	Singular	Masculine	strażak	fireman	Personal	-C	A
włamywacza	Accusative	Singular	Masculine	włamywacz	burglar		-S	A
fryzjera	Genitive	Singular	Masculine	fryzjer	hairdresser	Personal	-C	A
polaka	Genitive	Singular	Masculine	polak	pole	Impersonal	-C	A
strażaka	Genitive	Singular	Masculine	strażak	fireman	Personal	-C	A
włamywacza	Genitive	Singular	Masculine	włamywacz	burglar		-S	A
histeryka	Accusative	Singular	Masculine	histeryk	hysteric	Personal	-C	A
tygrysa	Accusative	Singular	Masculine	tygrys	tiger		-C	A
węża	Accusative	Singular	Masculine	wąż	snake		-S	A
histeryka	Genitive	Singular	Masculine	histeryk	hysteric	Personal	-C	A
śrubokręta	Genitive	Singular	Masculine	śrubokręt	screwdriver	Impersonal	-C	A
tygrysa	Genitive	Singular	Masculine	tygrys	tiger		-C	A
ziemniaka	Genitive	Singular	Masculine	ziemniak	potato	Impersonal	-C	A
węża	Genitive	Singular	Masculine	wąż	snake		-S	A
kciuka	Genitive	Singular	Masculine	kciuk	thumb	Impersonal	-C	A
czas	Accusative	Singular	Masculine	czas	time		-C	Ⱥ
czasu	Genitive	Singular	Masculine	czas	time		-C	Ⱥ
obraz	Accusative	Singular	Masculine	obraz	picture	Impersonal	-C	Ⱥ
obrazu	Genitive	Singular	Masculine	obraz	picture	Impersonal	-C	Ⱥ
mocz	Accusative	Singular	Masculine	mocz	urine		-S	Ⱥ
moczu	Genitive	Singular	Masculine	mocz	urine		-S	Ⱥ
wiatr	Accusative	Singular	Masculine	wiatr	wind	Impersonal	-C	Ⱥ
wiatru	Genitive	Singular	Masculine	wiatr	wind	Impersonal	-C	Ⱥ
ogień	Accusative	Singular	Masculine	ogień	fire		-gień	Ⱥ
śnieg	Accusative	Singular	Masculine	śnieg	snow		-C	Ⱥ
śniegu	Genitive	Singular	Masculine	śnieg	snow		-C	Ⱥ
rysunek	Accusative	Singular	Masculine	rysunek	drawing	Impersonal	-ek	Ⱥ
kilometr	Accusative	Singular	Masculine	kilometr	kilometer	Impersonal	-C	Ⱥ
komputer	Accusative	Singular	Masculine	komputer	computer	Impersonal	-C	Ⱥ
piekarnik	Accusative	Singular	Masculine	piekarnik	oven	Impersonal	-C	Ⱥ
polak	Accusative	Singular	Masculine	polak	pole	Impersonal	-C	Ⱥ
pożar	Accusative	Singular	Masculine	pożar	fire	Impersonal	-C	Ⱥ
rower	Accusative	Singular	Masculine	rower	bike	Impersonal	-C	Ⱥ
stanik	Accusative	Singular	Masculine	stanik	bra	Impersonal	-C	Ⱥ
szalik	Accusative	Singular	Masculine	szalik	scarf	Impersonal	-C	Ⱥ
urok	Accusative	Singular	Masculine	urok	charm	Impersonal	-C	Ⱥ
zegar	Accusative	Singular	Masculine	zegar	clock	Impersonal	-C	Ⱥ
telefon	Accusative	Singular	Masculine	telefon	phone	Impersonal	-C	Ⱥ
telewizor	Accusative	Singular	Masculine	telewizor	TV	Impersonal	-C	Ⱥ
fiołek	Accusative	Singular	Masculine	fiołek	violet	Impersonal	-ek	Ⱥ
napiwek	Accusative	Singular	Masculine	napiwek	tip	Impersonal	-ek	Ⱥ
zegarek	Accusative	Singular	Masculine	zegarek	watch	Impersonal	-ek	Ⱥ
prysznic	Accusative	Singular	Masculine	prysznic	shower	Impersonal	-S	Ⱥ
pożaru	Genitive	Singular	Masculine	pożar	fire	Impersonal	-C	Ⱥ
roweru	Genitive	Singular	Masculine	rower	bike	Impersonal	-C	Ⱥ
uroku	Genitive	Singular	Masculine	urok	charm	Impersonal	-C	Ⱥ
telefonu	Genitive	Singular	Masculine	telefon	phone	Impersonal	-C	Ⱥ
lód	Accusative	Singular	Masculine	lód	ice	Impersonal	-C	Ⱥ
lodu	Genitive	Singular	Masculine	lód	ice	Impersonal	-C	Ⱥ
wyścig	Accusative	Singular	Masculine	wyścig	race	Impersonal	-C	Ⱥ
wyścigu	Genitive	Singular	Masculine	wyścig	race	Impersonal	-C	Ⱥ
sklep	Accusative	Singular	Masculine	sklep	shop	Impersonal	-C	Ⱥ
sklepu	Genitive	Singular	Masculine	sklep	shop	Impersonal	-C	Ⱥ
wiek	Accusative	Singular	Masculine	wiek	century	Impersonal	-ek	Ⱥ
wieku	Genitive	Singular	Masculine	wiek	century	Impersonal	-ek	Ⱥ
piasek	Accusative	Singular	Masculine	piasek	sand	Impersonal	-ek	Ⱥ
strumień	Accusative	Singular	Masculine	strumień	stream	Impersonal	-Ś	Ⱥ
tłuszcz	Accusative	Singular	Masculine	tłuszcz	fat		-S	Ⱥ
tłuszczu	Genitive	Singular	Masculine	tłuszcz	fat		-S	Ⱥ
bar	Accusative	Singular	Masculine	bar	bar	Impersonal	-C	Ⱥ
baru	Genitive	Singular	Masculine	bar	bar	Impersonal	-C	Ⱥ
cukier	Accusative	Singular	Masculine	cukier	sugar	Impersonal	-C	Ⱥ
śrubokręt	Accusative	Singular	Masculine	śrubokręt	screwdriver	Impersonal	-C	Ⱥ
ziemniak	Accusative	Singular	Masculine	ziemniak	potato	Impersonal	-C	Ⱥ
młotek	Accusative	Singular	Masculine	młotek	hammer	Impersonal	-ek	Ⱥ
worek	Accusative	Singular	Masculine	worek	bag	Impersonal	-ek	Ⱥ
kciuk	Accusative	Singular	Masculine	kciuk	thumb	Impersonal	-C	Ⱥ
stanika	Genitive	Singular	Masculine	stanik	bra	Impersonal	-C	α (clothe)
szalika	Genitive	Singular	Masculine	szalik	scarf	Impersonal	-C	α (clothe)
komputera	Genitive	Singular	Masculine	komputer	computer	Impersonal	-C	α (tool)
piekarnika	Genitive	Singular	Masculine	piekarnik	oven	Impersonal	-C	α (tool)
zegara	Genitive	Singular	Masculine	zegar	clock	Impersonal	-C	α (tool)
telewizora	Genitive	Singular	Masculine	telewizor	TV	Impersonal	-C	α (tool)
prysznica	Genitive	Singular	Masculine	prysznic	shower	Impersonal	-S	α (tool)
kilometra	Genitive	Singular	Masculine	kilometr	kilometer	Impersonal	-C	α (unit)
ustami	Instrumental	Plural	Masculine	usta	lips		-a	-a
wiekom	Dative	Plural	Masculine	wiek	century	Impersonal	-ek	-ek
wiekami	Instrumental	Plural	Masculine	wiek	century	Impersonal	-ek	-ek
wiekach	Locative	Plural	Masculine	wiek	century	Impersonal	-ek	-ek
moczy	Genitive	Plural	Masculine	mocz	urine	Impersonal	-S	-S
mocze	Nominative	Plural	Masculine	mocz	urine	Impersonal	-S	-S
włamywaczy	Genitive	Plural	Masculine	włamywacz	burglar	Personal	-S	-S
włamywacze	Nominative	Plural	Masculine	włamywacz	burglar	Personal	-S	-S
prysznice	Nominative	Plural	Masculine	prysznic	shower	Impersonal	-S	-S
tłuszcze	Nominative	Plural	Masculine	tłuszcz	fat	Impersonal	-S	-S
węży	Genitive	Plural	Masculine	wąż	snake	Impersonal	-S	-S
węże	Nominative	Plural	Masculine	wąż	snake	Impersonal	-S	-S
strumieni	Genitive	Plural	Masculine	strumień	stream	Impersonal	-Ś	-Ś
strumienie	Nominative	Plural	Masculine	strumień	stream	Impersonal	-Ś	-Ś
pieniądzach	Locative	Plural	Masculine	pieniądze	money		-e	-V: *
ustach	Locative	Plural	Masculine	usta	lips		-a	-V: *
włosach	Locative	Plural	Masculine	włosy	hair	Impersonal	-y	-V: *
obrazom	Dative	Plural	Masculine	obraz	picture	Impersonal	-C	*
obrazów	Genitive	Plural	Masculine	obraz	picture	Impersonal	-C	*
obrazami	Instrumental	Plural	Masculine	obraz	picture	Impersonal	-C	*
obrazach	Locative	Plural	Masculine	obraz	picture	Impersonal	-C	*
moczom	Dative	Plural	Masculine	mocz	urine		-S	*
moczami	Instrumental	Plural	Masculine	mocz	urine		-S	*
